System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
CSM,12,12,1,adult,12.1,phytoplankton,vascular plant,taxon,assemblage,NA,autotroph,free-living,free-living,autotroph,NA,low,resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527.7309,NA,NA,extrapolation from other estuary,densities from epb,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSM,13,13,1,adult,13.1,roots,vascular plant,taxon,assemblage,NA,autotroph,free-living,free-living,autotroph,NA,low,resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,180512.5,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSM,16,16,1,adult,16.1,Pickleweed,vascular plant,taxon,Species,NA,autotroph,free-living,free-living,autotroph,NA,low,resident,NA,NA,NA,NA,NA,NA,NA,NA,NA,38428.267,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Plantae,NA,NA,NA,Angiospermae,NA,NA,NA,NA,NA,Chenopodiaceae,Salicornia,virginica,NA
CSM,21,21,1,adult,21.1,foraminiferan,protist,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,2.43e-5,NA,10,species,volumetric,NA,NA,NA,0.1433138,NA,NA,"quantification, limited sampling",csm plankton cores (5 channel and 1 pan site),Protozoa,Foraminifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in plankton samples
CSM,25,25,1,adult,25.1,Capitella capitata,annelid,life stage,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00288468,0.00121467,75,population,individuals encountered during the random sampling described in Kuris et al. (2008),900311.49,919906.184,5.7767887,2.6102455,2.74156457,5.95411787,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,Capitellidae,Capitella,capitata,NA
CSM,35,35,1,adult,35.1,oligochaete,annelid,taxon,Class,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00114,NA,NA,approximation,"literature (size of Tubificoides denouxi, Shirley & Loden 1982)",NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,NA,NA,Oligocheate,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSM,44,44,1,adult,44.1,Polydora nuchalis,annelid,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00323541,0.00121828,48,population,individuals encountered during the random sampling described in Kuris et al. (2008),515707.02,635293.686,5.13186183,1.6343817,1.80376562,7.0079455,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,Spionidae,Polydora,nuchalis,NA
CSM,50,25,2,larva,25.2,Capitella capitata,annelid,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.37e-5,NA,10,approximation,estimated volumetrically from a CSM plankton sample,NA,NA,NA,0.0298075,NA,NA,quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,Capitellidae,Capitella,capitata,NA
CSM,68,44,2,larva,44.2,Polydora nuchalis,annelid,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.37e-5,NA,10,approximation,estimated volumetrically from a CSM plankton sample,NA,NA,NA,0.0186637,NA,NA,quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,Spionidae,Polydora,nuchalis,NA
CSM,71,47,1,adult,47.1,leech(glossiphonid),leech,taxon,Family,NA,feeding,free-living,free-living,micropredator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,NA,NA,Hirudinoidea,NA,NA,NA,NA,NA,Glossiphoniidae,NA,NA,NA
CSM,74,50,1,adult,50.1,Carcinonemertes sp.,nemertean,taxon,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,1.76e-4,NA,NA,species,volumetric; literature (mean L from Kuris 1978 & lxw ratio from Shields & Kuris 1989),NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Nemertea,NA,NA,NA,NA,NA,NA,NA,NA,Carcinonemertidae,Carcinonemertes,sp.,"also considered a ""symbiotic egg predator"""
CSM,75,51,1,adult,51.1,Carinoma mutabilis,nemertean,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00192876,4.8389e-4,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),52750.12,108554.749,7.01013862,0.1062877,0.22903809,7.00158123,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Nemertea,NA,NA,NA,NA,NA,NA,NA,NA,Carinomidae,Carinoma,mutabilis,NA
CSM,77,53,1,adult,53.1,nemertean,nemertean,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00162242,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),15105.15,35718.0023,7,0.0245069,0.05794968,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Nemertea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSM,85,61,1,adult,61.1,California Softshell Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.35478198,0.28195689,34,population,individuals encountered during the random sampling described in Kuris et al. (2008),34347.38,38177.8568,7,12.185831,12.0927894,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Myidae,Cryptomya,californica,NA
CSM,88,64,1,adult,64.1,Bent-nosed Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,6.59637917,4.43703093,78,population,individuals encountered during the random sampling described in Kuris et al. (2008),76776.49,70215.6109,7,519.40736,475.265182,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Tellinidae,Macoma,nasuta,NA
CSM,89,65,1,adult,65.1,White Sand Macoma,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,26.0738713,17.365777,8,population,individuals encountered during the random sampling described in Kuris et al. (2008),8081.74,14446.0053,7,210.72214,373.493639,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Tellinidae,Macoma,secta,NA
CSM,90,66,1,adult,66.1,Blue Mussel,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,27.577,NA,NA,literature,https://link.springer.com/content/pdf/10.1007%2FBF00349688.pdf,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Mytilidae,Mytilus,galloprovincialis,NA
CSM,91,67,1,adult,67.1,California Mahogany Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,44.6619368,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),1010.22,2388.78359,7,45.118247,106.687702,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Nuttallia,nuttallii,NA
CSM,92,68,1,adult,68.1,Pacific Littleneck Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,18.652076,11.4342539,33,population,individuals encountered during the random sampling described in Kuris et al. (2008),30306.51,32251.7381,7,569.15303,601.444886,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Veneridae,Protothaca,staminea,NA
CSM,94,70,1,adult,70.1,Butter Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,153,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),1010.22,2388.78359,7,151.8597,359.091128,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Veneridae,Saxidomus,nuttalli,NA
CSM,95,71,1,adult,71.1,Fat Jackknife Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,6.57,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),2020.43,3127.65189,7,33.00865,62.0920698,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Tagelus,affinis,NA
CSM,96,72,1,adult,72.1,California Jackknife Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,20.1,7.54982449,14,population,individuals encountered during the random sampling described in Kuris et al. (2008),13132.82,25775.4699,7,257.61279,537.179582,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Tagelus,californianus,NA
CSM,97,73,1,adult,73.1,Lesser Tagelus,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,9.81,6.929896,32,population,individuals encountered during the random sampling described in Kuris et al. (2008),32326.94,44083.9918,7,317.06629,529.496172,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Tagelus,subteres,NA
CSM,101,61,2,larva,61.2,California Softshell Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,1.898e-4,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Myidae,Cryptomya,californica,NA
CSM,104,64,2,larva,64.2,Bent-nosed Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,0.0080906,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Tellinidae,Macoma,nasuta,NA
CSM,105,65,2,larva,65.2,White Sand Macoma,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,0.0032823,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Tellinidae,Macoma,secta,NA
CSM,106,66,2,larva,66.2,Blue Mussel,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Mytilidae,Mytilus,galloprovincialis,NA
CSM,107,67,2,larva,67.2,California Mahogany Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,7.028e-4,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Nuttallia,nuttallii,NA
CSM,108,68,2,larva,68.2,Pacific Littleneck Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,0.0088654,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Veneridae,Protothaca,staminea,NA
CSM,110,70,2,larva,70.2,Butter Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,0.0023654,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Veneridae,Saxidomus,nuttalli,NA
CSM,111,71,2,larva,71.2,Fat Jackknife Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,5.142e-4,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Tagelus,affinis,NA
CSM,112,72,2,larva,72.2,California Jackknife Clam,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,0.0040127,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Tagelus,californianus,NA
CSM,113,73,2,larva,73.2,Lesser Tagelus,bivalve,life stage,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,3.63e-5,NA,NA,approximation,average bivalve veliger encountered in csm plankton samples,NA,NA,NA,0.0049388,NA,NA,extrapolation and quantified apportionment,apportioned polychaete larvae and bivalve larvae biomass (quantified in samples from 5 csm channel and 1 csm pan site) to spp based on their adult/juvy proportional biomass abundances in the 3 estuaries),Animalia,Mollusca,NA,NA,Bivalvia,NA,NA,NA,NA,NA,Psammobiidae,Tagelus,subteres,NA
CSM,115,75,1,adult,75.1,Acteocina inculta,snail,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00736,0.00446243,24,population,individuals encountered during the random sampling described in Kuris et al. (2008),335929.23,426959.538,7.01997709,2.2624235,2.38053571,8.24191093,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Gastropoda,NA,NA,NA,NA,NA,Scaphandridae,Acteocina,inculta,NA
CSM,116,76,1,adult,76.1,California Assiminea,snail,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00202,6.9841e-4,21,population,individuals encountered during the random sampling described in Kuris et al. (2008),3097911.13,2622591.68,4,6.2561136,5.02173745,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Gastropoda,NA,NA,NA,NA,NA,Assimineidae,Assiminea,californica,NA
CSM,119,79,1,adult,79.1,California Horn Snail,snail,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,1.21,0.40252687,1175,population,individuals encountered during the random sampling described in Kuris et al. (2008),131400.02,94146.5794,10.4601029,143.83576,102.816467,11.4817604,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Gastropoda,NA,NA,NA,NA,NA,Potamididae,Cerithidea,californica,NA
CSM,122,82,1,adult,82.1,Salt Marsh Snail,snail,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.21,0.11792447,87,population,individuals encountered during the random sampling described in Kuris et al. (2008),404504.32,503973.539,4,85.015283,84.1921254,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Mollusca,NA,NA,Gastropoda,NA,NA,NA,NA,NA,Ellobiidae,Melampus,olivaceus,NA
CSM,126,86,1,adult,86.1,Black Salt Marsh Mosquito,mosquito,life stage,Species,NA,feeding,free-living,free-living,micropredator,NA,intermediate,resident,NA,0.0025,NA,NA,species,"literature (Koenraadt 2008) mass of congener, A. aegypti",NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Culicidae,Aedes,taeniorhynchus,NA
CSM,127,87,1,adult,87.1,Argulus,branchiuran,taxon,Genus,NA,feeding,free-living,free-living,micropredator,NA,NA,NA,NA,2.64e-4,NA,NA,species,volumetric; from photo on web,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Crustacea,NA,Branchiura,NA,NA,NA,NA,NA,Argulidae,Argulus,NA,NA
CSM,129,89,1,adult,89.1,corophiid?,amphipod,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00573086,0.00497556,70,population,individuals encountered during the random sampling described in Kuris et al. (2008),1057360.45,1665065.41,7,6.0595817,9.27579308,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,NA,NA,NA,Corophiidae,NA,NA,NA
CSM,130,90,1,adult,90.1,Western Encephalitis Mosquito,mosquito,life stage,Species,NA,feeding,free-living,free-living,micropredator,NA,intermediate,resident,NA,0.00217,NA,NA,species,literature (Gray & Bradley 2003),NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Culicidae,Culex,tarsalis,NA
CSM,132,92,1,adult,92.1,cyclopoid copepod,copepod,taxon,Order,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,8.28e-6,NA,9,species,volumetric,NA,NA,NA,0.0246359,NA,NA,"quantification, limited sampling",csm plankton cores (5 channel and 1 pan site),Animalia,Arthropoda,Crustacea,NA,Copepoda,NA,Cyclopoida,NA,NA,NA,NA,NA,NA,NA
CSM,133,93,1,adult,93.1,dipteran b,dipteran,life stage,Species,NA,feeding,free-living,free-living,detritivore,NA,intermediate,resident,NA,0.00942176,NA,NA,approximation,set equal to size of pupa,NA,NA,NA,0.0389175,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,NA,NA,NA,NA
CSM,134,94,1,adult,94.1,Ephydra,dipteran,life stage,Species,NA,feeding,free-living,free-living,predator,NA,intermediate,resident,NA,0.0337,NA,NA,approximation,estimate (0 .75 larva),NA,NA,NA,0.2948143,NA,NA,biomass vs. body size relationship,known biomass v. body size relationship across species (Hechinger et al. in prep)),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Diptera,NA,NA,NA,Ephydridae,NA,NA,NA
CSM,139,99,1,adult,99.1,green gammaridean,amphipod,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00461043,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),15105.15,35718.0023,7,0.0696413,0.16467542,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,Gammaridea,NA,NA,NA,NA,NA,NA
CSM,140,100,1,adult,100.1,harpacticoid,copepod,taxon,Order,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,5.17e-6,NA,NA,approximation,approximated to copepod.thalassinidean,NA,NA,NA,0.1384038,NA,NA,"quantification, limited sampling",csm plankton cores (5 channel and 1 pan site),Animalia,Arthropoda,Crustacea,NA,Copepoda,NA,Harpacticoida,NA,NA,NA,NA,NA,NA,NA
CSM,142,102,1,adult,102.1,oniscidean,isopod,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00242802,0.00207876,4,population,individuals encountered during the random sampling described in Kuris et al. (2008),590078.31,1638320.04,4,1.4327233,3.97787753,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Isopoda,Oniscidea,NA,NA,NA,NA,NA,NA
CSM,144,104,1,adult,104.1,ostracod-planktonic,ostracod,taxon,Class,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,3.61e-5,NA,2,species,volumetric,NA,NA,NA,0.1182526,NA,NA,"quantification, limited sampling",csm plankton cores (5 channel and 1 pan site),Animalia,Arthropoda,Crustacea,NA,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSM,146,106,1,adult,106.1,Pardosa sp.,spider,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.01040481,NA,1,population,individuals encountered during the random sampling described in Kuris et al. (2008),147519.58,409580.009,4,1.5349126,4.2616007,4,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Arthropoda,Chelicerata,NA,Arachnida,NA,Aranae,NA,NA,NA,Lycosidae,Pardosa,sp.,NA
CSM,149,109,1,adult,109.1,Salt Marsh Hopper,amphipod,taxon,Species,NA,feeding,free-living,free-living,detritivore,NA,low,resident,NA,0.00360519,NA,NA,species,set equal to body size of those at bsq,NA,NA,NA,3.3067643,NA,NA,extrapolation from other estuary,"set = to bsq; know is present, not adequately sampled, but important resource)",Animalia,Arthropoda,Crustacea,NA,Malacostraca,NA,Amphipoda,NA,NA,NA,Talitridae,Traskorchestia,traskiana,NA
CSM,150,110,1,adult,110.1,Salt Marsh Water Boatman,water boatman,taxon,Species,NA,feeding,free-living,free-living,predator,NA,low,resident,NA,0.00360519,NA,NA,approximation,approximated to Traskorchestia traskiana,NA,NA,NA,0.726149,NA,NA,biomass vs. body size relationship,known biomass v. body size relationship across species (Hechinger et al. in prep)),Animalia,Arthropoda,Hexapoda,NA,NA,NA,Hemiptera,NA,NA,NA,Corixidae,Trichocorixia,sp.,NA
